date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:48:13	165742/165742	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225e64ced7-2876e%22	https://technext.github.io/tulen/fonts/fontawesome-webfont.eot?v=4.7.0	/home/cod/Desktop/advert-web/technext.github.io/tulen/fonts/fontawesome-webfont3e6e.eot	(from https://technext.github.io/tulen/css/font-awesome.min.css)
23:48:13	81505/81505	URF---	200	added ('OK%20(cached)')	image/jpeg		https://technext.github.io/tulen/img/gallery/1.jpg	/home/cod/Desktop/advert-web/technext.github.io/tulen/img/gallery/1.jpg	(from https://technext.github.io/tulen/gallery.html)
23:48:13	26592/26592	URF---	200	added ('OK%20(cached)')	image/jpeg		https://technext.github.io/tulen/img/about.jpg	/home/cod/Desktop/advert-web/technext.github.io/tulen/img/about.jpg	(from https://technext.github.io/tulen/about.html)
23:48:13	0/0	UR-M-Z	416	error ('Range%20Not%20Satisfiable')	application/javascript	etag:W/%225e64ced7-ea6a%22	https://technext.github.io/tulen/js/jquery.nicescroll.min.js	/home/cod/Desktop/advert-web/technext.github.io/tulen/js/jquery.nicescroll.min.js	(from https://technext.github.io/tulen/index.html)
23:48:21	165742/165742	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225e64ced7-2876e%22	https://technext.github.io/tulen/fonts/fontawesome-webfont.eot?	/home/cod/Desktop/advert-web/technext.github.io/tulen/fonts/fontawesome-webfontd41d.eot	(from https://technext.github.io/tulen/css/font-awesome.min.css)
23:48:21	27151/27151	URF---	200	added ('OK%20(cached)')	image/jpeg		https://technext.github.io/tulen/img/gallery/2.jpg	/home/cod/Desktop/advert-web/technext.github.io/tulen/img/gallery/2.jpg	(from https://technext.github.io/tulen/gallery.html)
23:48:21	13894/13894	URF---	200	added ('OK%20(cached)')	image/jpeg		https://technext.github.io/tulen/img/gallery/4.jpg	/home/cod/Desktop/advert-web/technext.github.io/tulen/img/gallery/4.jpg	(from https://technext.github.io/tulen/gallery.html)
23:48:21	16097/16097	URF---	200	added ('OK%20(cached)')	image/jpeg		https://technext.github.io/tulen/img/gallery/3.jpg	/home/cod/Desktop/advert-web/technext.github.io/tulen/img/gallery/3.jpg	(from https://technext.github.io/tulen/gallery.html)
23:48:23	19319/19319	URF---	200	added ('OK%20(cached)')	image/jpeg		https://technext.github.io/tulen/img/gallery/7.jpg	/home/cod/Desktop/advert-web/technext.github.io/tulen/img/gallery/7.jpg	(from https://technext.github.io/tulen/gallery.html)
23:48:24	62198/62198	URF---	200	added ('OK%20(cached)')	image/jpeg		https://technext.github.io/tulen/img/gallery/6.jpg	/home/cod/Desktop/advert-web/technext.github.io/tulen/img/gallery/6.jpg	(from https://technext.github.io/tulen/gallery.html)
23:48:24	65157/65157	URF---	200	added ('OK%20(cached)')	image/jpeg		https://technext.github.io/tulen/img/gallery/5.jpg	/home/cod/Desktop/advert-web/technext.github.io/tulen/img/gallery/5.jpg	(from https://technext.github.io/tulen/gallery.html)
23:48:26	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%225e64ced7-12d68%22	https://technext.github.io/tulen/fonts/fontawesome-webfont.woff2?v=4.7.0	/home/cod/Desktop/advert-web/technext.github.io/tulen/fonts/fontawesome-webfont3e6e.woff2	(from https://technext.github.io/tulen/css/font-awesome.min.css)
23:48:27	32511/32511	URF---	200	added ('OK%20(cached)')	image/jpeg		https://technext.github.io/tulen/img/gallery/8.jpg	/home/cod/Desktop/advert-web/technext.github.io/tulen/img/gallery/8.jpg	(from https://technext.github.io/tulen/gallery.html)
23:48:27	56362/56362	URF---	200	added ('OK%20(cached)')	image/jpeg		https://technext.github.io/tulen/img/gallery/9.jpg	/home/cod/Desktop/advert-web/technext.github.io/tulen/img/gallery/9.jpg	(from https://technext.github.io/tulen/gallery.html)
23:48:27	98024/98024	---M--	200	added ('OK')	font/woff	etag:%225e64ced7-17ee8%22	https://technext.github.io/tulen/fonts/fontawesome-webfont.woff?v=4.7.0	/home/cod/Desktop/advert-web/technext.github.io/tulen/fonts/fontawesome-webfont3e6e.woff	(from https://technext.github.io/tulen/css/font-awesome.min.css)
23:48:35	165548/165548	---M-Z	200	added ('OK')	font/ttf	etag:W/%225e64ced7-286ac%22	https://technext.github.io/tulen/fonts/fontawesome-webfont.ttf?v=4.7.0	/home/cod/Desktop/advert-web/technext.github.io/tulen/fonts/fontawesome-webfont3e6e.ttf	(from https://technext.github.io/tulen/css/font-awesome.min.css)
23:48:35	86123/86123	URF---	200	added ('OK%20(cached)')	image/jpeg		https://technext.github.io/tulen/img/gallery/10.jpg	/home/cod/Desktop/advert-web/technext.github.io/tulen/img/gallery/10.jpg	(from https://technext.github.io/tulen/gallery.html)
23:48:35	0/0	UR-M-Z	416	error ('Range%20Not%20Satisfiable')	application/javascript	etag:W/%225e64ced7-121ce%22	https://technext.github.io/tulen/js/fresco.min.js	/home/cod/Desktop/advert-web/technext.github.io/tulen/js/fresco.min.js	(from https://technext.github.io/tulen/gallery.html)
23:48:46	444379/444379	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225e64ced7-6c7db%22	https://technext.github.io/tulen/fonts/fontawesome-webfont.svg?v=4.7.0	/home/cod/Desktop/advert-web/technext.github.io/tulen/fonts/fontawesome-webfont3e6e.svg	(from https://technext.github.io/tulen/css/font-awesome.min.css)
23:48:46	13736/13736	URF---	200	added ('OK%20(cached)')	image/jpeg		https://technext.github.io/tulen/img/blog/1.jpg	/home/cod/Desktop/advert-web/technext.github.io/tulen/img/blog/1.jpg	(from https://technext.github.io/tulen/blog.html)
23:48:46	81375/81375	URF---	200	added ('OK%20(cached)')	image/jpeg		https://technext.github.io/tulen/img/gallery/11.jpg	/home/cod/Desktop/advert-web/technext.github.io/tulen/img/gallery/11.jpg	(from https://technext.github.io/tulen/gallery.html)
23:48:46	15664/15664	URF---	200	added ('OK%20(cached)')	image/jpeg		https://technext.github.io/tulen/img/blog/3.jpg	/home/cod/Desktop/advert-web/technext.github.io/tulen/img/blog/3.jpg	(from https://technext.github.io/tulen/blog.html)
23:48:52	78748/78748	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225e64ced7-1339c%22	https://technext.github.io/tulen/fonts/themify.eot?-fvbane	/home/cod/Desktop/advert-web/technext.github.io/tulen/fonts/themify9f24.eot	(from https://technext.github.io/tulen/css/themify-icons.css)
23:48:53	17983/17983	URF---	200	added ('OK%20(cached)')	image/jpeg		https://technext.github.io/tulen/img/blog/5.jpg	/home/cod/Desktop/advert-web/technext.github.io/tulen/img/blog/5.jpg	(from https://technext.github.io/tulen/blog.html)
23:48:53	17863/17863	URF---	200	added ('OK%20(cached)')	image/jpeg		https://technext.github.io/tulen/img/blog/7.jpg	/home/cod/Desktop/advert-web/technext.github.io/tulen/img/blog/7.jpg	(from https://technext.github.io/tulen/blog.html)
